ID,school_code,school_year,rolled_into,district_code_IWL,district_code_lea,school_type_iwl,school_type_other,is_open,name_iwl,name_hub,low_grade,high_grade,grade_config_IWL,grade_config_HUB,street1,street2,city,zip,phone,url,principal,principal_label,num_students,num_teachers,notes,name_short,district_name,name_short_lea,corecity_4_yn,corecity_5_yn,corecity_6_yn,charter_yn,compare_py_dsc,elem_yn,middle_yn,high_yn,pk_only_yn,title1_yn,grade_span,include_IWL_file_yn,display_yn_HUB,nces_code,ACT_CEEB_code,ucoa_code,ucoa_leacode,ctract2010,cblock2010,ctract2000,cblock2000,MC_yn,neighborhood
5733,36103,2014-2015,,36,36,Public School,,Y,Westerly Middle School,Westerly Middle School,5,8,eMh,Middle,10 Sandy Hill Road,,Westerly,02891,4013482750,http://wms.westerly.k12.ri.us/,Paula Fusco,Principal,882,,,Westerly MS,Westerly,Westerly,N,N,N,N,,N,Y,N,N,,5 to 8,Y,Y,440117000319,,,,44009050902,,,,N,
5734,36104,2014-2015,,36,36,Public School,,Y,Westerly High School,Westerly High School,9,12,emH,High,23 Ward Avenue,,Westerly,02891,4015962109,http://whs.westerly.k12.ri.us/,Steven Ruscito,Principal,912,,,Westerly HS,Westerly,Westerly,N,N,N,N,,N,N,Y,N,,9 to 12,Y,Y,440117000325,400255,,,44009050801,,,,N,
5735,36105,2014-2015,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440117000324,,,,,,,,,
5736,36106,2014-2015,,36,36,Public School,,Y,State Street School,State Street School,K,4,Emh,Elementary,35 State Street,,Westerly,02891,4013482340,http://sss.westerly.k12.ri.us/,Audrey Faubert,Principal,372,,,State St,Westerly,Westerly,N,N,N,N,,Y,N,N,N,,K to 4,Y,Y,440117000362,,,,44009050802,,,,N,
5737,36109,2014-2015,,36,36,Public School,,Y,Dunn's Corners School,Dunn's Corners School,K,4,Emh,Elementary,8 1/2 Plateau Road,,Westerly,02891,4013482320,http://dcs.westerly.k12.ri.us/,Polly Gillie,Principal,277,,,Dunn's Corners,Westerly,Westerly,N,N,N,N,,Y,N,N,N,,K to 4,Y,Y,440117000321,,,,44009050902,,,,N,
5738,36111,2014-2015,,36,36,Public School,,Y,Springbrook Elementary School,Springbrook Elementary School,K,4,Emh,Elementary,39 Springbrook Road,,Westerly,02891,4013482296,http://ses.westerly.k12.ri.us/,Victor Ventura,Principal,323,,,Springbrook,Westerly,Westerly,N,N,N,N,,Y,N,N,N,,K to 4,Y,Y,440117000120,,,,44009050901,,,,N,
5739,38104,2014-2015,,38,38,Public School,,Y,John F. Horgan Elementary School,John F. Horgan Elementary School,PK,4,Emh,Elementary,124 Providence Street,,West Warwick,02893,4018228449,http://www.ww-ps.com/education/school/school.php?sectionid=3&,Robert Desrosiers,Principal,534,,"In 2014-15, grade PK was added.",Horgan,West Warwick,W. Warwick,N,N,Y,N,,Y,N,N,N,,PK to 4,Y,Y,440114000315,,,,44003020200,,,,N,
5740,38105,2014-2015,,38,38,Public School,,Y,Maisie E. Quinn Elementary School,Maisie E. Quinn Elementary School,PK,PK,Emh,Elementary,1 Brown Street,,West Warwick,02893,4018228456,http://www.westwarwickpublicschools.com/,Jessica Perry,Principal,53,,,Quinn (PreK),West Warwick,W. Warwick,N,N,Y,N,Do not compare.,Y,N,N,Y,,PK to PK,Y,Y,440114000316,,,,44003020102,440030201022005,,,N,
5741,38106,2014-2015,,38,38,Public School,,Y,West Warwick Senior High School,West Warwick Senior High School,9,12,emH,High,1 Webster Knight Drive,,West Warwick,02893,4018216596,http://www.ww-ps.com/education/school/school.php?sectiondetailid=70&linkid=nav-menu-container-4-54450,Philip Solomon,Principal,952,,,West Warwick SHS,West Warwick,W. Warwick,N,N,Y,N,,N,N,Y,N,,9 to 12,Y,Y,440114000318,400265,,,44003020200,,,,N,
5742,38107,2014-2015,,38,38,Public School,,Y,John F. Deering Middle School,John F. Deering Middle School,5,8,eMh,Middle,2 Webster Knight Drive,,West Warwick,02893,4018228445,http://www.ww-ps.com/education/school/school.php?sectiondetailid=34&linkid=nav-menu-container-4-54450,Jeffrey Guiot,Principal,994,,,Deering MS,West Warwick,W. Warwick,N,N,Y,N,,N,Y,N,N,,5 to 8,Y,Y,440114000313,,,,44003020200,,,,N,
5743,38109,2014-2015,,38,38,Public School,,Y,Greenbush Elementary School,Greenbush Elementary School,PK,4,Emh,Elementary,127 Greenbush Road,,West Warwick,02893,4018228454,http://www.ww-ps.com/education/school/school.php?sectiondetailid=10&,Brian Ackerman,Principal,463,,,Greenbush,West Warwick,W. Warwick,N,N,Y,N,,Y,N,N,N,,PK to 4,Y,Y,440114000402,,,,44003020101,,,,N,
5744,38111,2014-2015,,38,38,Public School,,Y,Wakefield Hills Elementary School,Wakefield Hills Elementary School,PK,4,Emh,Elementary,505 Wakefield Street,,West Warwick,02893,4018228452,https://sites.google.com/a/westwarwickpublicschools.com/whes/home,Keith Remillard,Principal,395,,,Wakefield Hills,West Warwick,W. Warwick,N,N,Y,N,,Y,N,N,N,,PK to 4,Y,Y,440114000238,,,,44003020500,,,,N,
5745,39101,2014-2015,,39,39,Public School,,Y,Harris School,Harris School,K,5,Emh,Elementary,60 High School Street,,Woonsocket,02895,4017674856,http://harriselementary.weebly.com/,Karen MacBeth,Principal,424,,,Harris,Woonsocket,Woonsocket,Y,Y,Y,N,,Y,N,N,N,,K to 5,Y,Y,440120000336,,,,44007018000,,,,N,
5746,39109,2014-2015,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440120000342,,,,,,,,,
5747,39110,2014-2015,,39,39,Public School,,Y,Governor Aram J. Pothier School,Governor Aram J. Pothier School,PK,2,Emh,Elementary,420 Robinson Street,,Woonsocket,02895,4017674767,http://pothierelementaryschool.weebly.com/,Celeste Conti,Principal,527,,,Pothier,Woonsocket,Woonsocket,Y,Y,Y,N,,Y,N,N,N,,PK to 2,Y,Y,440120000340,,,,44007018200,,,,N,
5748,39112,2014-2015,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,
5749,39115,2014-2015,,39,39,Public School,,Y,Woonsocket Middle School,Woonsocket Middle School,6,8,eMh,Middle,60 Florence Dr,,Woonsocket,02895,4012356110,http://woonsocketmiddleschool.weebly.com/,Steven Boss,Principal,1286,,,Woonsocket MS,Woonsocket,Woonsocket,Y,Y,Y,N,,N,Y,N,N,,6 to 8,Y,Y,440120000346,,,,44007017900,,,,N,
5750,39116,2014-2015,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,
5751,39117,2014-2015,,39,39,Public School,,Y,Citizens Memorial School,Citizens Memorial School,2,5,Emh,Elementary,250 Winthrop Street,,Woonsocket,02895,4017674850,http://woonsocketschools.com/,Raphael Diaz,Principal,417,,,Citizens Mem.,Woonsocket,Woonsocket,Y,Y,Y,N,,Y,N,N,N,,2 to 5,Y,Y,440120000329,,,,44007018200,,,,N,
5752,39118,2014-2015,,39,39,Public School,,Y,Bernon Heights School,Bernon Heights School,K,5,Emh,Elementary,657 Logee Street,,Woonsocket,02895,4017674864,http://bernonheights.weebly.com/,Robert Picard,Principal,469,,,Bernon Heights,Woonsocket,Woonsocket,Y,Y,Y,N,,Y,N,N,N,,K to 5,Y,Y,440120000327,,,,44007017700,,,,N,
5753,39119,2014-2015,,39,39,Public School,,Y,Globe Park School,Globe Park School,K,5,Emh,Elementary,192 Avenue A,,Woonsocket,02895,4017674830,http://globeparkelementary.weebly.com/,Robert Derosiers,Principal,497,,"In 2014-15, grade PK was dropped.",Globe Park,Woonsocket,Woonsocket,Y,Y,Y,N,,Y,N,N,N,,K to 5,Y,Y,440120000334,,,,44007017500,,,,N,
5754,39120,2014-2015,,39,39,Public School,,Y,Leo A. Savoie School,Leo A. Savoie School,K,5,Emh,Elementary,990 Mendon Road,,Woonsocket,02895,4017674820,http://leosavoieelementaryschool.weebly.com/,Donna Coderre,Principal,406,,,Savoie,Woonsocket,Woonsocket,Y,Y,Y,N,,Y,N,N,N,,K to 5,Y,Y,440120000330,,,,44007018400,,,,N,
5755,39123,2014-2015,,39,39,Public School,,Y,Woonsocket High School,Woonsocket High School,9,12,emH,High,777 Cass Avenue,,Woonsocket,02895,4017674707,http://woonsocketschools.com/,Lynne Bedard,Principal,1556,,,Woonsocket HS,Woonsocket,Woonsocket,Y,Y,Y,N,,N,N,Y,N,,9 to 12,Y,Y,440120000345,400295,,,44007018500,,,,N,
5756,39128,2014-2015,,39,39,Public School,,Y,Kevin K. Coleman Elementary School,Kevin K. Coleman Elementary School,K,5,Emh,Elementary,96 Second Avenue,,Woonsocket,02895,4017674859,http://kevinkcoleman.weebly.com/,Angela Holt,,305,,,Coleman,Woonsocket,Woonsocket,Y,Y,Y,N,,Y,N,N,N,,K to 5,Y,Y,440120000331,,,,44007017400,,,,N,
5757,39601,2014-2015,,39,58,Independent Charter School,,Y,Beacon Charter High School for the Arts,Beacon Charter High School for the Arts,9,12,emH,High,320 Main Street,,Woonsocket,02895,4016716261,http://www.beaconart.org/,Michael Skeldon,Principal,230,,,Beacon Arts HS,Beacon Charter School,Beacon Charter,Y,Y,Y,Y,,N,N,Y,N,,9 to 12,Y,Y,440000800297,400282,,,44007018000,,,,N,
5758,96103,2014-2015,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440006500015,,,,,,,,,
5759,96104,2014-2015,,96,96,Public School,,Y,Guiteras School,Guiteras School,K,5,Emh,Elementary,35 Washington Street,,Bristol,02809,4012545932,http://www.edlinesites.net/pages/Guiteras,Sonya Whipp,Principal,308,,,Guiteras,Bristol Warren,Bristol-Warren,N,N,N,N,,Y,N,N,N,,K to 5,Y,Y,440006500012,,,,44001030902,,,,N,
5760,96105,2014-2015,,96,96,Public School,,Y,Colt Andrews School,Colt Andrews School,K,5,Emh,Elementary,570-574 Hope Street,,Bristol,02809,4012545987,http://www.edlinesites.net/pages/ColtAndrews,Carolyn Wolf,Principal,374,,,Colt-Andrews,Bristol Warren,Bristol-Warren,N,N,N,N,,Y,N,N,N,,K to 5,Y,Y,440006500468,,,,44001030700,,,,N,
5761,96106,2014-2015,,96,96,Public School,,Y,Rockwell School,Rockwell School,K,5,Emh,Elementary,1225 Hope Street,,Bristol,02809,4012545930,http://www.edlinesites.net/pages/Rockwell,Tara McAuliffe,Principal,270,,,Rockwell,Bristol Warren,Bristol-Warren,N,N,N,N,,Y,N,N,N,,K to 5,Y,Y,440006500016,,,,44001030902,,,,N,
5762,96107,2014-2015,,96,96,Public School,,Y,Mt. Hope High School,Mt. Hope High School,9,12,emH,High,199 Chestnut Street,,Bristol,02809,4012545980,http://www.edlinesites.net/pages/MtHope,Donald Rebello,Principal,928,,,Mt. Hope HS,Bristol Warren,Bristol-Warren,N,N,N,N,,N,N,Y,N,,9 to 12,Y,Y,440006500009,400010,,,44001030902,,,,N,
5763,96108,2014-2015,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440006500010,,,,,,,,,
5764,96111,2014-2015,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,
5765,96112,2014-2015,,96,96,Public School,,Y,Kickemuit Middle School,Kickemuit Middle School,6,8,eMh,Middle,525 Child Street,,Warren,02885,4012452010,http://www.edlinesites.net/pages/Kickemuit_Middle_School,Beth Hayes,Principal,770,,,Kickemuit MS,Bristol Warren,Bristol-Warren,N,N,N,N,,N,Y,N,N,,6 to 8,Y,Y,440006500282,,,,44001030601,,,,N,
5766,96113,2014-2015,,96,96,Public School,,Y,Hugh Cole School,Hugh Cole School,PK,5,Emh,Elementary,50 Asylum Road,,Warren,02885,4012451460,http://www.edlinesites.net/pages/HughCole,Cynthia Sadler,Principal,669,,,Cole,Bristol Warren,Bristol-Warren,N,N,N,N,,Y,N,N,N,,PK to 5,Y,Y,440006500278,,,,44001030601,,,,N,
5767,97101,2014-2015,,97,97,Public School,,Y,Wawaloam School,Wawaloam School,K,2,Emh,Elementary,100 Victory Highway,,Exeter,02822,4012958808,https://sites.google.com/a/ewg.k12.ri.us/wawaloam/,Melissa Marino,Principal,288,,,Wawaloam,Exeter-West Greenwich,Exeter-W.Greenwich,N,N,N,N,,Y,N,N,N,,K to 2,Y,Y,440036000038,,,,44009050500,,,,N,
5768,97102,2014-2015,,97,97,Public School,,Y,Mildred E. Lineham School,Mildred E. Lineham School,PK,PK,Emh,Elementary,859 Nooseneck Hill Road,,West Greenwich,02817,4013973771,https://sites.google.com/a/ewg.k12.ri.us/lineham-school/,Robin Corsi,Early Childhood Coor,43,,,Lineham (PreK),Exeter-West Greenwich,Exeter-W.Greenwich,N,N,N,N,,Y,N,N,Y,,PK to PK,Y,Y,440036000112,,,,44003020800,,,,N,
5769,97103,2014-2015,,97,97,Public School,,Y,Metcalf School,Metcalf School,3,6,Emh,Elementary,30 Nooseneck Hill Road,,Exeter,02822,4013973375,https://sites.google.com/a/ewg.k12.ri.us/metcalf-elementary-school/,Mary Lou Almonte,Principal,501,,,Metcalf,Exeter-West Greenwich,Exeter-W.Greenwich,N,N,N,N,,Y,N,N,N,,3 to 6,Y,Y,440036000111,,,,44009050500,,,,N,
5770,97105,2014-2015,,97,97,Public School,,Y,Exeter-West Greenwich Regional Junior High,Exeter-West Greenwich Regional Junior High,7,8,eMh,Middle,930 Nooseneck Hill Road,,West Greenwich,02817,4013976897,https://sites.google.com/a/ewg.k12.ri.us/ewg-junior-high/,Mary Slattery,Principal,262,,,Exeter-WG JHS,Exeter-West Greenwich,Exeter-W.Greenwich,N,N,N,N,,N,Y,N,N,,7 to 8,Y,Y,440036000390,,,,44003020800,,,,N,
5771,97106,2014-2015,,97,97,Public School,,Y,Exeter-West Greenwich Regional High School,Exeter-West Greenwich Regional High School,9,12,emH,High,930 Nooseneck Hill Road,,West Greenwich,02817,4013976893,https://sites.google.com/a/ewg.k12.ri.us/senior-high/,Susan Chandler,Principal,524,,,Exeter-WG HS,Exeter-West Greenwich,Exeter-W.Greenwich,N,N,N,N,,N,N,Y,N,,9 to 12,Y,Y,440036000391,400252,,,44003020800,,,,N,
5772,97601,2014-2015,,97,62,Independent Charter School,,Y,The Greene School,The Greene School,9,12,emH,High,94 John Potter Road,Unit #3,West Greenwich,02817,4013853670,http://www.thegreeneschool.org/,Deanna Duncan,Head of School,167,,,Greene,The Greene School,Greene School,N,N,N,Y,,N,N,Y,N,,9 to 12,Y,Y,440001700477,400254,,,44003020800,,,,N,
5773,98101,2014-2015,,98,98,Public School,,Y,Chariho Regional High School,Chariho Regional High School,9,12,emH,High,453 Switch Road,,Wood River Junction,02894,4013647778,http://www.chariho.k12.ri.us/chs,Laurie Weber,Principal,1137,,,Chariho HS,Chariho,Chariho,N,N,N,N,,N,N,Y,N,,9 to 12,Y,Y,440015000029,400270,,,44009050600,,,,N,
5774,98103,2014-2015,,98,98,Public School,,Y,Chariho Regional Middle School,Chariho Regional Middle School,5,8,eMh,Middle,455B Switch Road,,Wood River Junction,02894,4013640651,http://www.chariho.k12.ri.us/middle-school,Gregory Zenion,Principal,988,,,Chariho MS,Chariho,Chariho,N,N,N,N,,N,Y,N,N,,5 to 8,Y,Y,440015000386,,,,44009050600,,,,N,
5775,98104,2014-2015,,98,98,Public School,,Y,Charlestown Elementary School,Charlestown Elementary School,K,4,Emh,Elementary,363 Carolina Back Road,,Charlestown,02813,4013647716,http://www.chariho.k12.ri.us/chamain,Jennifer Poore,Principal,281,,,Charlestown Elem.,Chariho,Chariho,N,N,N,N,,Y,N,N,N,,K to 4,Y,Y,440015000030,,,,44009051101,,,,N,
5776,98105,2014-2015,,98,98,Public School,,Y,Richmond Elementary School,Richmond Elementary School,PK,4,Emh,Elementary,190 Kingstown Road,,Wyoming,02898,4015392441,http://www.chariho.k12.ri.us/ric,Sharon Martin,Principal,439,,,Richmond Elem.,Chariho,Chariho,N,N,N,N,,Y,N,N,N,,PK to 4,Y,Y,440015000251,,,,44009050600,,,,N,
5777,98106,2014-2015,,98,98,Public School,,Y,Ashaway Elementary School,Ashaway Elementary School,K,4,Emh,Elementary,12A Hillside Avenue,,Ashaway,02804,4013772211,http://www.chariho.k12.ri.us/ash,Jeffrey Scanapieco,Principal,181,,,Ashaway Elem.,Chariho,Chariho,N,N,N,N,,Y,N,N,N,,K to 4,Y,Y,440015000122,,,,44009050700,,,,N,
5778,98107,2014-2015,,98,98,Public School,,Y,Hope Valley Elementary School,Hope Valley Elementary School,PK,4,Emh,Elementary,15 Thelma Drive,,Hope Valley,02832,4015392321,http://www.chariho.k12.ri.us/hv,Joe Gencarelli,Principal,233,,,Hope Valley Elem.,Chariho,Chariho,N,N,N,N,,Y,N,N,N,,PK to 4,Y,Y,440015000349,,,,44009050700,,,,N,
5779,98108,2014-2015,,98,98,Public School,,Y,The R.Y.S.E. School,The R.Y.S.E. School,PK,12,EMH,"Elem,Middle,High",459 Switch Road,,Wood River Junction,02894,4013641160,http://www.chariho.k12.ri.us/rys,Carolyn Garlick,Principal,39,,,R.Y.S.E.,Chariho,Chariho,N,N,N,N,,Y,Y,Y,N,,PK to 12,Y,Y,440015000286,,,,44009050600,,,,N,
5780,99101,2014-2015,,99,99,Public School,,Y,Ponaganset Middle School,Ponaganset Middle School,6,8,eMh,Middle,7 Rustic Hill Road,,North Scituate,02857,4017107500,http://www.fg.k12.ri.us/PonagansetMiddle.cfm,Patricia Marcotte,Principal,470,,,Ponaganset MS,Foster-Glocester,Foster-Glocester,N,N,N,N,,N,Y,N,N,,6 to 8,Y,Y,440042000117,,,,44007013101,,,,N,
5781,99102,2014-2015,,99,99,Public School,,Y,Ponaganset High School,Ponaganset High School,9,12,emH,High,137 Anan Wade Road,,North Scituate,02857,4017107500,http://www.fg.k12.ri.us/PonagansetHigh.cfm,David Estes,Principal,651,,,Ponaganset HS,Foster-Glocester,Foster-Glocester,N,N,N,N,,N,N,Y,N,,9 to 12,Y,Y,440042000116,400093,,,44007013101,,,,N,
5782,Statewide,2014-2015,,00,00,,,Y,,Statewide,PK,12,EMH,"Elem,Middle,High",,,,,,,,,,,,Statewide,Statewide,Statewide,S,S,S,S,,S,S,S,S,,PK to 12,N,Y,,,,,,,,,S,
5783,Statewide6_8,2014-2015,,0M,0M,,,Y,,Statewide - Middle Schools,6,8,M,Middle,,,,,,,,,,,,Statewide MS,Statewide - Middle Schools,Statewide MS,S,S,S,S,,N,S,N,N,,6 to 8,N,Y,,,,,,,,,S,
5784,Statewide9_12,2014-2015,,0H,0H,,,Y,,Statewide - High Schools,9,12,H,High,,,,,,,,,,,,Statewide HS,Statewide - High Schools,Statewide HS,S,S,S,S,,N,N,S,N,,9 to 12,N,Y,,,,,,,,,S,
5785,StatewideK_5,2014-2015,,0E,0E,,,Y,,Statewide - Elementary Schools,K,5,E,Elementary,,,,,,,,,,,,Statewide ES,Statewide - Elementary Schools,Statewide ES,S,S,S,S,,S,N,N,N,,K to 5,N,Y,,,,,,,,,S,
