ID,school_code,school_year,rolled_into,district_code_IWL,district_code_lea,school_type_iwl,school_type_other,is_open,name_iwl,name_hub,low_grade,high_grade,grade_config_IWL,grade_config_HUB,street1,street2,city,zip,phone,url,principal,principal_label,num_students,num_teachers,notes,name_short,district_name,name_short_lea,corecity_4_yn,corecity_5_yn,corecity_6_yn,charter_yn,compare_py_dsc,elem_yn,middle_yn,high_yn,pk_only_yn,title1_yn,grade_span,include_IWL_file_yn,display_yn_HUB,nces_code,ACT_CEEB_code,ucoa_code,ucoa_leacode,ctract2010,cblock2010,ctract2000,cblock2000,MC_yn,neighborhood
6098,35136,2015-2016,,35,35,Public School,,Y,Cottrell F. Hoxsie School,Cottrell F. Hoxsie School,K,6,Emh,Elementary,55 Glenwood Drive,,Warwick,02889,4017343555,http://www.warwickschools.org/Hoxsie/default.htm/,Gary McCoombs,Principal,313,,,Hoxsie,Warwick,Warwick,N,N,N,N,,Y,N,N,N,,K to 6,Y,Y,440111000294,,,,44003021402,,,,N,
6099,35137,2015-2016,,35,35,Public School,,Y,Drum Rock Early Childhood Center,Drum Rock Early Childhood Center,PK,K,Emh,Elementary,575 Centerville Road,,Warwick,02886,4017343490,http://www.warwickschools.org/drumrock/,Jessica Hammond,Principal,185,,,Drum Rock,Warwick,Warwick,N,N,N,N,,Y,N,N,N,,PK to K,Y,Y,440111000287,,,,44003022202,,,,N,
6100,35138,2015-2016,,35,35,Public School,,Y,Toll Gate High School,Toll Gate High School,9,12,emH,High,575 Centerville Road,,Warwick,02886,4017343300,http://webmail.warwickschools.org/schools/tollgate/index/,Steve Chrabaszcz,Principal,959,,,Toll Gate HS,Warwick,Warwick,N,N,N,N,,N,N,Y,N,,9 to 12,Y,Y,440111000307,400237,,,44003022202,,,,N,
6101,35139,2015-2016,,35,35,Public School,,Y,Winman Junior High School,Winman Junior High School,7,8,eMh,Middle,575 Centerville Road,,Warwick,02886,4017343375,http://www.warwickschools.org/winman/default.htm/,Joanne Pelletier,Principal,488,,,Winman JHS,Warwick,Warwick,N,N,N,N,,N,Y,N,N,,7 to 8,Y,Y,440111000311,,,,44003022202,,,,N,
6102,36101,2015-2016,,36,36,Public School,,Y,Bradford Elementary School,Bradford Elementary School,PK,4,Emh,Elementary,15 Church Street,,Bradford,02808,4013482283,http://bes.westerly.k12.ri.us/?sessionid=83eabbdcfc8d57b5fe9e245dfe448730&t;/,Debra S. Pendola,Principal,176,,,Bradford,Westerly,Westerly,N,N,N,N,,Y,N,N,N,,PK to 4,Y,Y,440117000375,,,,44009050902,,,,N,
6103,36103,2015-2016,,36,36,Public School,,Y,Westerly Middle School,Westerly Middle School,5,8,eMh,Middle,10 Sandy Hill Road,,Westerly,02891,4013482750,http://wms.westerly.k12.ri.us/?sessionid=7890ab2a3607f0b59eae80a1f292128f&t;/,Paula Fusco,Principal,867,,,Westerly MS,Westerly,Westerly,N,N,N,N,,N,Y,N,N,,5 to 8,Y,Y,440117000319,,,,44009050902,,,,N,
6104,36104,2015-2016,,36,36,Public School,,Y,Westerly High School,Westerly High School,9,12,emH,High,23 Ward Avenue,,Westerly,02891,4015962109,http://whs.westerly.k12.ri.us/?sessionid=d3ab1f4e9f7e0b996c6d9d30e5b41979&t;/,Todd Grimes,Principal,851,,,Westerly HS,Westerly,Westerly,N,N,N,N,,N,N,Y,N,,9 to 12,Y,Y,440117000325,400255,,,44009050801,,,,N,
6105,36105,2015-2016,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440117000324,,,,,,,,,
6106,36106,2015-2016,,36,36,Public School,,Y,State Street School,State Street School,K,4,Emh,Elementary,35 State Street,,Westerly,02891,4013482340,http://sss.westerly.k12.ri.us/?sessionid=69bd2ddf4e5cdb67173c6b3bfa2dd1a3&t;/,Audrey Faubert,Principal,356,,,State St,Westerly,Westerly,N,N,N,N,,Y,N,N,N,,K to 4,Y,Y,440117000362,,,,44009050802,,,,N,
6107,36109,2015-2016,,36,36,Public School,,Y,Dunn's Corners School,Dunn's Corners School,K,4,Emh,Elementary,8 1/2 Plateau Road,,Westerly,02891,4013482320,http://dcs.westerly.k12.ri.us/?sessionid=d04e20bd0e448b1a44a9158b16113477&t;/,Polly Gillie,Principal,283,,,Dunn's Corners,Westerly,Westerly,N,N,N,N,,Y,N,N,N,,K to 4,Y,Y,440117000321,,,,44009050902,,,,N,
6108,36111,2015-2016,,36,36,Public School,,Y,Springbrook Elementary School,Springbrook Elementary School,K,4,Emh,Elementary,39 Springbrook Road,,Westerly,02891,4013482296,http://ses.westerly.k12.ri.us/?sessionid=8df5a2567a6a7041271d98f522c2f4f2&t;/,Susan Martin,Principal,338,,,Springbrook,Westerly,Westerly,N,N,N,N,,Y,N,N,N,,K to 4,Y,Y,440117000120,,,,44009050901,,,,N,
6109,38104,2015-2016,,38,38,Public School,,Y,John F. Horgan Elementary School,John F. Horgan Elementary School,PK,4,Emh,Elementary,124 Providence Street,,West Warwick,02893,4018228449,http://www.westwarwickpublicschools.com/education/school/school.php?sectiondetailid=22&linkid;=nav-me/,Robert Desrosiers,Principal,528,,,Horgan,West Warwick,W. Warwick,N,N,Y,N,,Y,N,N,N,,PK to 4,Y,Y,440114000315,,,,44003020200,,,,N,
6110,38105,2015-2016,,38,38,Public School,,Y,Maisie E. Quinn Elementary School,Maisie E. Quinn Elementary School,PK,PK,Emh,Elementary,1 Brown Street,,West Warwick,02893,4018228456,http://www.westwarwickpublicschools.com/,Jessica Perry,Principal,58,,,Quinn (PreK),West Warwick,W. Warwick,N,N,Y,N,Do not compare.,Y,N,N,Y,,PK to PK,Y,Y,440114000316,,,,44003020102,4.4003E+14,,,N,
6111,38106,2015-2016,,38,38,Public School,,Y,West Warwick Senior High School,West Warwick Senior High School,9,12,emH,High,1 Webster Knight Drive,,West Warwick,02893,4018216596,http://www.westwarwickpublicschools.com/education/school/school.php?sectiondetailid=70&linkid;=nav-me/,Philip Solomon,Principal,992,,,West Warwick SHS,West Warwick,W. Warwick,N,N,Y,N,,N,N,Y,N,,9 to 12,Y,Y,440114000318,400265,,,44003020200,,,,N,
6112,38107,2015-2016,,38,38,Public School,,Y,John F. Deering Middle School,John F. Deering Middle School,5,8,eMh,Middle,2 Webster Knight Drive,,West Warwick,02893,4018228445,http://www.westwarwickpublicschools.com/education/school/school.php?sectiondetailid=34&linkid;=nav-me/,Jeffrey Guiot,Principal,1000,,,Deering MS,West Warwick,W. Warwick,N,N,Y,N,,N,Y,N,N,,5 to 8,Y,Y,440114000313,,,,44003020200,,,,N,
6113,38109,2015-2016,,38,38,Public School,,Y,Greenbush Elementary School,Greenbush Elementary School,PK,4,Emh,Elementary,127 Greenbush Road,,West Warwick,02893,4018228454,http://www.westwarwickpublicschools.com/education/school/school.php?sectiondetailid=10&linkid;=nav-me/,Derrick Ciesla,Principal,469,,,Greenbush,West Warwick,W. Warwick,N,N,Y,N,,Y,N,N,N,,PK to 4,Y,Y,440114000402,,,,44003020101,,,,N,
6114,38111,2015-2016,,38,38,Public School,,Y,Wakefield Hills Elementary School,Wakefield Hills Elementary School,PK,4,Emh,Elementary,505 Wakefield Street,,West Warwick,02893,4018228452,http://www.westwarwickpublicschools.com/education/school/school.php?sectiondetailid=58&linkid;=nav-me/,Leah Bessette,Principal,408,,,Wakefield Hills,West Warwick,W. Warwick,N,N,Y,N,,Y,N,N,N,,PK to 4,Y,Y,440114000238,,,,44003020500,,,,N,
6115,39101,2015-2016,,39,39,Public School,,Y,Harris School,Harris School,K,5,Emh,Elementary,60 High School Street,,Woonsocket,02895,4017674856,http://harriselementary.weebly.com/,Karen MacBeth,Principal,400,,,Harris,Woonsocket,Woonsocket,Y,Y,Y,N,,Y,N,N,N,,K to 5,Y,Y,440120000336,,,,44007018000,,,,N,
6116,39109,2015-2016,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440120000342,,,,,,,,,
6117,39110,2015-2016,,39,39,Public School,,Y,Governor Aram J. Pothier School,Governor Aram J. Pothier School,PK,3,Emh,Elementary,420 Robinson Street,,Woonsocket,02895,4017674767,http://pothierelementaryschool.weebly.com/,Celeste Conti,Superintendent,528,,"In 2015-16, grade 3 was added.",Pothier,Woonsocket,Woonsocket,Y,Y,Y,N,,Y,N,N,N,,PK to 3,Y,Y,440120000340,,,,44007018200,,,,N,
6118,39112,2015-2016,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,
6119,39115,2015-2016,,39,39,Public School,,Y,Woonsocket Middle School,Woonsocket Middle School,6,8,eMh,Middle,Woonsocket Middle School at Hamlet,60 Florence Dr.,Woonsocket,02895,4012356110,http://woonsocketmiddleschool.weebly.com/,Mark Thompson,Principal,1276,,,Woonsocket MS,Woonsocket,Woonsocket,Y,Y,Y,N,,N,Y,N,N,,6 to 8,Y,Y,440120000346,,,,44007017900,,,,N,
6120,39116,2015-2016,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,
6121,39117,2015-2016,,39,39,Public School,,Y,Citizens Memorial School,Citizens Memorial School,2,5,Emh,Elementary,250 Winthrop Street,,Woonsocket,02895,4017674850,http://citizensmemorial.weebly.com/,Danielle Costa,Principal,397,,,Citizens Mem.,Woonsocket,Woonsocket,Y,Y,Y,N,,Y,N,N,N,,2 to 5,Y,Y,440120000329,,,,44007018200,,,,N,
6122,39118,2015-2016,,39,39,Public School,,Y,Bernon Heights School,Bernon Heights School,K,5,Emh,Elementary,657 Logee Street,,Woonsocket,02895,4017674864,http://bernonheights.weebly.com/,Robert Picard,Principal,463,,,Bernon Heights,Woonsocket,Woonsocket,Y,Y,Y,N,,Y,N,N,N,,K to 5,Y,Y,440120000327,,,,44007017700,,,,N,
6123,39119,2015-2016,,39,39,Public School,,Y,Globe Park School,Globe Park School,K,5,Emh,Elementary,192 Avenue A,,Woonsocket,02895,4017674830,http://globeparkelementary.weebly.com/,Lynn Prentiss,Principal,496,,,Globe Park,Woonsocket,Woonsocket,Y,Y,Y,N,,Y,N,N,N,,K to 5,Y,Y,440120000334,,,,44007017500,,,,N,
6124,39120,2015-2016,,39,39,Public School,,Y,Leo A. Savoie School,Leo A. Savoie School,K,5,Emh,Elementary,990 Mendon Road,,Woonsocket,02895,4017674820,http://leosavoieelementaryschool.weebly.com/,Donna Coderre,Principal,453,,,Savoie,Woonsocket,Woonsocket,Y,Y,Y,N,,Y,N,N,N,,K to 5,Y,Y,440120000330,,,,44007018400,,,,N,
6125,39123,2015-2016,,39,39,Public School,,Y,Woonsocket High School,Woonsocket High School,9,12,emH,High,777 Cass Avenue,,Woonsocket,02895,4017674703,http://woonsockethighschool.weebly.com/,Carnell Henderson,Principal,1486,,,Woonsocket HS,Woonsocket,Woonsocket,Y,Y,Y,N,,N,N,Y,N,,9 to 12,Y,Y,440120000345,400295,,,44007018500,,,,N,
6126,39128,2015-2016,,39,39,Public School,,Y,Kevin K. Coleman Elementary School,Kevin K. Coleman Elementary School,K,5,Emh,Elementary,96 Second Avenue,,Woonsocket,02895,4017674859,http://kevinkcoleman.weebly.com/,Angela Holt,Principal,292,,,Coleman,Woonsocket,Woonsocket,Y,Y,Y,N,,Y,N,N,N,,K to 5,Y,Y,440120000331,,,,44007017400,,,,N,
6127,39601,2015-2016,,39,58,Independent Charter School,,Y,BEACON Charter School,Beacon Charter High School for the Arts,9,12,emH,High,320 Main Street,,Woonsocket,02895,4016716261,http://www.beaconart.org/,Michael Skeldon,Principal,232,,,Beacon Arts HS,Beacon Charter School,Beacon Charter,Y,Y,Y,Y,,N,N,Y,N,,9 to 12,Y,Y,440000800297,400282,,,44007018000,,,,N,
6128,39602,2015-2016,,,,,,,RISE Prep Mayoral Academy,,K,8,,,1 Social Street,,Woonsocket,02895,4017655127,http://www.riseprepri.org/,Rosalind Murphy,Principal,48,,"In 2015-2016, this school was opened.",,RISE Prep Mayoral Academy,,,,,,,,,,,,K to 8,,,,,,,,,,,,
6129,39603,2015-2016,,,,,,,Founders Academy,,6,8,,,1 Social Street,,Woonsocket,02895,4016716261,http://www.beaconart.org/,Michael Skeldon,Principal,48,,"In 2015-2016, this school was opened.",,Beacon Charter School,,,,,,,,,,,,6 to 8,,,,,,,,,,,,
6130,96103,2015-2016,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440006500015,,,,,,,,,
6131,96104,2015-2016,,96,96,Public School,,Y,Guiteras School,Guiteras School,K,5,Emh,Elementary,35 Washington Street,,Bristol,02809,4012545932,http://www.edlinesites.net/pages/Guiteras/,Sonya Whipp,Principal,303,,,Guiteras,Bristol Warren,Bristol-Warren,N,N,N,N,,Y,N,N,N,,K to 5,Y,Y,440006500012,,,,44001030902,,,,N,
6132,96105,2015-2016,,96,96,Public School,,Y,Colt Andrews School,Colt Andrews School,K,5,Emh,Elementary,570-574 Hope Street,,Bristol,02809,4012545987,http://www.edlinesites.net/pages/ColtAndrews/,Carolyn Wolf,Principal,368,,,Colt-Andrews,Bristol Warren,Bristol-Warren,N,N,N,N,,Y,N,N,N,,K to 5,Y,Y,440006500468,,,,44001030700,,,,N,
6133,96106,2015-2016,,96,96,Public School,,Y,Rockwell School,Rockwell School,K,5,Emh,Elementary,1225 Hope Street,,Bristol,02809,4012545930,http://www.edlinesites.net/pages/Rockwell/,Tara McAuliffe,Principal,278,,,Rockwell,Bristol Warren,Bristol-Warren,N,N,N,N,,Y,N,N,N,,K to 5,Y,Y,440006500016,,,,44001030902,,,,N,
6134,96107,2015-2016,,96,96,Public School,,Y,Mt. Hope High School,Mt. Hope High School,9,12,emH,High,199 Chestnut Street,,Bristol,02809,4012545980,http://www.edlinesites.net/pages/MtHope/,Donald Rebello,Principal,912,,,Mt. Hope HS,Bristol Warren,Bristol-Warren,N,N,N,N,,N,N,Y,N,,9 to 12,Y,Y,440006500009,400010,,,44001030902,,,,N,
6135,96108,2015-2016,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440006500010,,,,,,,,,
6136,96111,2015-2016,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,
6137,96112,2015-2016,,96,96,Public School,,Y,Kickemuit Middle School,Kickemuit Middle School,6,8,eMh,Middle,525 Child Street,,Warren,02885,4012452010,http://www.edlinesites.net/pages/Kickemuit_Middle_School/,Jared Vance,Principal,753,,,Kickemuit MS,Bristol Warren,Bristol-Warren,N,N,N,N,,N,Y,N,N,,6 to 8,Y,Y,440006500282,,,,44001030601,,,,N,
6138,96113,2015-2016,,96,96,Public School,,Y,Hugh Cole School,Hugh Cole School,PK,5,Emh,Elementary,50 Asylum Road,,Warren,02885,4012451460,http://www.edlinesites.net/pages/HughCole/,Cynthia Sadler,Principal,674,,,Cole,Bristol Warren,Bristol-Warren,N,N,N,N,,Y,N,N,N,,PK to 5,Y,Y,440006500278,,,,44001030601,,,,N,
6139,97101,2015-2016,,97,97,Public School,,Y,Wawaloam School,Wawaloam School,K,2,Emh,Elementary,100 Victory Highway,,Exeter,02822,4012958808,https://sites.google.com/a/ewg.k12.ri.us/wawaloam/,Melissa Marino,Principal,313,,,Wawaloam,Exeter-West Greenwich,Exeter-W.Greenwich,N,N,N,N,,Y,N,N,N,,K to 2,Y,Y,440036000038,,,,44009050500,,,,N,
6140,97102,2015-2016,,97,97,Public School,,Y,Mildred E. Lineham School,Mildred E. Lineham School,PK,PK,Emh,Elementary,859 Nooseneck Hill Road,,West Greenwich,02817,4013973771,https://sites.google.com/a/ewg.k12.ri.us/lineham-school/,,,57,,,Lineham (PreK),Exeter-West Greenwich,Exeter-W.Greenwich,N,N,N,N,,Y,N,N,Y,,PK to PK,Y,Y,440036000112,,,,44003020800,,,,N,
6141,97103,2015-2016,,97,97,Public School,,Y,Metcalf School,Metcalf School,3,6,Emh,Elementary,30 Nooseneck Hill Road,,Exeter,02822,4013973375,http://ewgrsd.org/Schools/Metcalf/tabid/128/Default.aspx/,,,447,,,Metcalf,Exeter-West Greenwich,Exeter-W.Greenwich,N,N,N,N,,Y,N,N,N,,3 to 6,Y,Y,440036000111,,,,44009050500,,,,N,
6142,97105,2015-2016,,97,97,Public School,,Y,Exeter-West Greenwich Regional  Junior High,Exeter-West Greenwich Regional Junior High,7,8,eMh,Middle,930 Nooseneck Hill Road,,West Greenwich,02817,4013976897,http://sites.google.com/a/ewg.k12.ri.us/ewg-junior-high/,Mary  Slattery,Principal,290,,,Exeter-WG JHS,Exeter-West Greenwich,Exeter-W.Greenwich,N,N,N,N,,N,Y,N,N,,7 to 8,Y,Y,440036000390,,,,44003020800,,,,N,
6143,97106,2015-2016,,97,97,Public School,,Y,Exeter-West Greenwich Regional High School,Exeter-West Greenwich Regional High School,9,12,emH,High,930 Nooseneck Hill Road,,West Greenwich,02817,4013976893,http://sites.google.com/site/ewgseniorhigh/,Susan Chandler,Principal,508,,,Exeter-WG HS,Exeter-West Greenwich,Exeter-W.Greenwich,N,N,N,N,,N,N,Y,N,,9 to 12,Y,Y,440036000391,400252,,,44003020800,,,,N,
6144,97601,2015-2016,,97,62,Independent Charter School,,Y,The Greene School,The Greene School,9,12,emH,High,94 John Potter Road,,West Greenwich,02817,4013853670,http://www.thegreeneschool.org/,,,166,,,Greene,The Greene School,Greene School,N,N,N,Y,,N,N,Y,N,,9 to 12,Y,Y,440001700477,400254,,,44003020800,,,,N,
6145,98101,2015-2016,,98,98,Public School,,Y,Chariho Regional High School,Chariho Regional High School,9,12,emH,High,453 Switch Road,,Wood River Junction,02894,4013647778,http://www.chariho.k12.ri.us/chs/,Laurie Weber,Principal,1105,,,Chariho HS,Chariho,Chariho,N,N,N,N,,N,N,Y,N,,9 to 12,Y,Y,440015000029,400270,,,44009050600,,,,N,
6146,98103,2015-2016,,98,98,Public School,,Y,Chariho Regional Middle School,Chariho Regional Middle School,5,8,eMh,Middle,455B Switch Road,,Wood River Junction,02894,4013640651,http://www.chariho.k12.ri.us/middle-school/,Gregory Zenion,Principal,944,,,Chariho MS,Chariho,Chariho,N,N,N,N,,N,Y,N,N,,5 to 8,Y,Y,440015000386,,,,44009050600,,,,N,
6147,98104,2015-2016,,98,98,Public School,,Y,Charlestown Elementary School,Charlestown Elementary School,K,4,Emh,Elementary,363 Carolina Back Road,,Charlestown,02813,4013647716,http://www.chariho.k12.ri.us/chamain/,Jennifer Poore,Principal,277,,,Charlestown Elem.,Chariho,Chariho,N,N,N,N,,Y,N,N,N,,K to 4,Y,Y,440015000030,,,,44009051101,,,,N,
6148,98105,2015-2016,,98,98,Public School,,Y,Richmond Elementary School,Richmond Elementary School,PK,4,Emh,Elementary,190 Kingstown Road,,Wyoming,02898,4015392441,http://www.chariho.k12.ri.us/ric/,Sharon Martin,Principal,417,,,Richmond Elem.,Chariho,Chariho,N,N,N,N,,Y,N,N,N,,PK to 4,Y,Y,440015000251,,,,44009050600,,,,N,
6149,98106,2015-2016,,98,98,Public School,,Y,Ashaway Elementary School,Ashaway Elementary School,K,4,Emh,Elementary,12A Hillside Avenue,,Ashaway,02804,4013772211,http://www.chariho.k12.ri.us/ash/,Jeffrey  Scanapieco,Principal,197,,,Ashaway Elem.,Chariho,Chariho,N,N,N,N,,Y,N,N,N,,K to 4,Y,Y,440015000122,,,,44009050700,,,,N,
6150,98107,2015-2016,,98,98,Public School,,Y,Hope Valley Elementary School,Hope Valley Elementary School,PK,4,Emh,Elementary,15 Thelma Drive,,Hope Valley,02832,4015392321,http://www.chariho.k12.ri.us/hv/,Joe Gencarelli,Principal,238,,,Hope Valley Elem.,Chariho,Chariho,N,N,N,N,,Y,N,N,N,,PK to 4,Y,Y,440015000349,,,,44009050700,,,,N,
6151,98108,2015-2016,,98,98,Public School,,Y,The R.Y.S.E. School,The R.Y.S.E. School,PK,12,EMH,"Elem,Middle,High",459 Switch Road,,Wood River Junction,02894,4013641160,http://www.chariho.k12.ri.us/rys/,Carolyn Garlick,Principal,55,,,R.Y.S.E.,Chariho,Chariho,N,N,N,N,,Y,Y,Y,N,,PK to 12,Y,Y,440015000286,,,,44009050600,,,,N,
6152,99101,2015-2016,,99,99,Public School,,Y,Ponaganset Middle School,Ponaganset Middle School,6,8,eMh,Middle,7 Rustic Hill Road,,North Scituate,02857,4017107500,http://www.fg.k12.ri.us/PonagansetMiddle.cfm?subpage=1823/,Patricia Marcotte,Principal,470,,,Ponaganset MS,Foster-Glocester,Foster-Glocester,N,N,N,N,,N,Y,N,N,,6 to 8,Y,Y,440042000117,,,,44007013101,,,,N,
6153,99102,2015-2016,,99,99,Public School,,Y,Ponaganset High School,Ponaganset High School,9,12,emH,High,137 Anan Wade Road,,North Scituate,02857,4017107500,http://www.fg.k12.ri.us/PonagansetHigh.cfm?subpage=1821/,Renee Palazzo,Principal,685,,,Ponaganset HS,Foster-Glocester,Foster-Glocester,N,N,N,N,,N,N,Y,N,,9 to 12,Y,Y,440042000116,400093,,,44007013101,,,,N,
