code,grades,level,address,c_s_z,phone,fax,website
16802,,,1126 Hartford Avenue,"Johnston, RI  02919",(401) 351-2750 ,,
16804,,,1126 Hartford Avenue,"Johnston, RI  02919",(401) 351-2750 ,,
16806,,,678 Killingly Street,"Johnston, RI  02919",,,
168A1,,,32 Rhode Island Avenue,"Johnston, RI  02919",(401) 231-1953 ,(401) 334-3783 ,
168A3,,,1126 Hartford Avenue,"Johnston, RI  02919",,,
168A5,,,2952 Hartford Ave.,"Johnston, RI  02919",(401) 519-1927 ,,
168A7,,,1 Rhode Island Ave,"Johnston, RI  02919",(401) 231-9120 ,,
16900,PK - 12,Other,,,,,
16902, - ,Other,,,,,
16904, - ,Other,1126 Hartford Ave,"Johnston, RI  02919",(401) 519-1967 ,,
16990,PK - 12,Other,,,,,
16998,PK - 12,Other,,,,,
17,PK - 12,,1624 Lonsdale Avenue ,"Lincoln, RI  02865",(401) 721-3313 ,(401) 728-5482 ,www.lincolnps.org
17109,KF - 05,Elementary,1081 Great Road,"Lincoln, RI  02865",(401) 334-2800 ,(401) 334-4294 ,www.lincolnps.org/centralelementary/
17112,KF - 05,Elementary,50 Woodland Street,"Lincoln, RI  02865",(401) 723-5240 ,(401) 722-1090 ,www.lincolnps.org/saylesvilleelementary/
17117,06 - 08,Middle,152 Jenckes Hill Road,"Lincoln, RI  02865",(401) 721-3400 ,(401) 721-3428 ,www.lincolnps.org/middleschool/
17302,PK - PK,PK Only,3357 Mendon Rd,"Cumberland, RI  02864",(401) 475-6644 ,,
17330,PK - KF,PK Only,25 Blackstone Valley Place,"Lincoln, RI  02865",(401) 334-2210 ,,
17403, - ,Postsecondary,10 A Appian Way,"Smithfield, RI  02917-1778",(401) 231-3410 ,,www.nationwidedrivingschool.com
17501, - ,Postsecondary,1762 Louisquisset Pike,"Lincoln, RI  02865-4585",(401) 333-7000 ,(401) 333-7111 ,www.ccri.edu
17801,,,315 New River Road,"Lincoln, RI  02838",(401) 725-0773 ,,
17803,,,26 Breakneck Hill Road,"Lincoln, RI  02865",,,
17821,,,26 Breakneck Hill Road,"Lincoln, RI  02865",(401) 725-0773 ,,
178A0,,,Great Road,"Lincoln, RI  02865",(401) 333-4040 ,,
178A2,,,1762 Louisquisset Pike,"Lincoln, RI  02865",(401) 333-7023 ,,
178A5,,,6 Wake Robin Road,"Lincoln, RI  ",(401) 333-4199 ,,
178A7,,,50 Woodland Street,"Lincoln, RI  02865",(401) 725-0773 ,,
178A9,,,55 Woodland St,"Lincoln, RI  02865",(508) 269-2195 ,,www.cdlri.org
17990,PK - 12,Other,,,,,
17998,PK - 12,Other,,,,,
18,KG - 08,,28 Commons ,"Little Compton, RI  02837",(401) 635-2351 ,(401) 635-2191 ,www.lcsd.k12.ri.us
18190,KF - 08,Other,Wilbur & McMahon Schools28 Commons,"Little Compton, RI  02837",(401) 635-2351 ,(401) 635-9596 ,www.lcsd.k12.ri.us
18302,PK - KF,PK-3/Elementary,4 Commons Way,"Little Compton, RI  02837",(401) 624-1947 ,,
188A0,,,PO Box 545115 East Main Road,"Little Compton, RI  02837",(401) 635-2358 ,,
18990,PK - 12,Other,,,,,
18998,PK - 12,Other,,,,,
19,PK - 12,,26 Oliphant Lane ,"Middletown, RI  02842",(401) 849-2122 ,(401) 849-0202 ,www.mpsri.net
19107,KF - 03,PK-3/Elementary,315 Forest Avenue,"Middletown, RI  02842",(401) 849-9434 ,(401) 846-4709 ,www.ri.net/middletown/forest/index.html
19114,05 - 08,Elementary,1113 Aquidneck Avenue,"Middletown, RI  02842",(401) 846-6395 ,(401) 847-7580 ,www.mpsri.net
19190,PK - 12,Other,Oliphant School26 Oliphant Lane,"Middletown, RI  02842",(401) 849-2122 ,(401) 849-0202 ,www.ri.net/middletown
19301,09 - 12,Secondary,372 Purgatory Road,"Middletown, RI  02842",(401) 847-7565 ,(401) 842-6677 ,www.stgeorges.edu
19305,PK - PK,PK Only,365 Valley Road,"Middletown, RI  02842",(401) 849-7827 ,,
19308,PK - PK,PK Only,200 Turner Road,"Middletown, RI  02842",(401) 847-6181 ,,
19322,PK - KG,PK-3/Elementary,1272 West Main Road,"Middletown, RI  02842",(401) 849-0055 ,,
19334,PK - KG,PK-3/Elementary,654 Green End Ave.,"Middletown, RI  02842",(401) 846-5454 ,,
19832,,,193 Forest Avenue,"Middletown, RI  02842",(401) 849-8326 ,,
198A1,,,14 Champlin Terrace,"Middletown, RI  02842",(401) 849-2300 ,(401) 841-8841 ,
198A3,,,12 Jean Terrace,"Middletown, RI  02842",(401) 849-2300 ,,
198A5,,,45 Trout Drive,"Middletown, RI  02842",(401) 841-5409 ,,
198A7,,,19 Valley Road,"Middletown, RI  02842",(401) 841-8896 ,,
198A9,,,1376 Bushnell Street,"Middletown, RI  02842",(401) 841-4562 ,,
198B1,,,19 Valley Road,"Middletown, RI  02842",,,
198B3,,,55 Rogers Lane,"Middletown, RI  02842",,,
198B5,,,792 Valley Road,"Middletown, RI  02842",(401) 847-9200 ,(401) 848-7521 ,www.newportymca.org
19900,PK - 12,Other,,,,,
19903,PK - KF,Other,,,,,
19933, - ,Other,740 West Main RoadKennedy School Annex,"Middletown, RI  02842",(401) 847-7171 ,,
19997,PK - 12,Other,,,,,
19999,PK - 12,Other,,,,,
20102,PK - 04,PK-3/Elementary,55 Mumford Road,"Narragansett, RI  02882",(401) 792-9420 ,(401) 792-9424 ,www.narragansett.k12.ri.us/NES/Index.html
20104,09 - 12,Secondary,245 South Pier Road,"Narragansett, RI  02882",(401) 792-9400 ,(401) 792-9410 ,www.narragansett.k12.ri.us/nhs/
20330,PK - PK,PK Only,66 Central StreetPO Box 296,"Narragansett, RI  02882",(401) 783-1611 ,,
20801,,,635 Ocean Road,"Narragansett, RI  02882",(401) 789-1016 ,(401) 788-0924 ,
208A0,,,55 Mumford Road,"Narragansett, RI  02882",(401) 789-3016 ,,
208A2,,,28 Ocean Rd.,"Narragansett, RI  02882",(401) 421-7740 ,,
20900,PK - 12,Other,,,,,
20902, - ,Other,,,,,
20997,PK - 12,Other,,,,,
20999,PK - 12,Other,,,,,
21017,12 - 12,Other,,,,,
21107,PK - 04,Elementary,35 Dexter Street,"Newport, RI  02840-1205",(401) 842-1900 ,(401) 847-0538 ,www.npsri.net/pell
21117,09 - 12,Secondary,15 Wickham Road,"Newport, RI  02840",(401) 847-2100 ,(401) 849-0170 ,www.npsri.net/NACTC
21207,PK - 08,PK-3/Elementary,75 Brenton Road,"Newport, RI  02840",(401) 847-6043 ,(401) 848-5678 ,www.clunyschool.org
21306,PK - PK,PK Only,42 Dearborn Street,"Newport, RI  02840",(401) 847-744 ,,
21405, - ,Postsecondary,449 Thames Street,"Newport, RI  02840",(401) 848-5777 ,,www.iyrs.org
21502, - ,Postsecondary,686 Cushing Road,"Newport, RI  02841",(401) 841-3454 ,(401) 841-1297 ,www.nwc.navy.mil
21801,,,95 Church Street,"Newport, RI  02840",(401) 847-6927 ,,
21803,,,Spring Street,"Newport, RI  02840",,,
21805,,,Harrison Avenue,"Newport, RI  02840",,,
21807,,,,,,,
21809,,,38 Dr. Marcus Wheatland Blvd,"Newport, RI  02840",(401) 619-5858 ,(401) 619-5883 ,
21833,,,20 Dr. Marcus F Wheatland Blvd,"Newport, RI  02840",(401) 846-4828 ,,
21837,,,1121 Meyerkord Avenue,"Newport, RI  02841",(401) 841-1953 ,(401) 841-7698 ,
21841,,,38 Dr. Marcus Wheatland Blvd,"Newport, RI  02840",,,
218A0,,,22 Summer Street,"Newport, RI  02840",(401) 849-2300 ,(401) 841-8841 ,
218A2,,,8 Hazard Street,"Newport, RI  02840",(401) 849-2300 ,(401) 841-8841 ,
218A4,,,512 Broadway,"Newport, RI  02840",(401) 849-2300 ,(401) 841-8841 ,
218A6,,,29 Rhode Island Avenue,"Newport, RI  02840",(401) 849-2300 ,(401) 841-8841 ,
218A8,,,2 Katzman Place,"Newport, RI  02840",(401) 849-2300 ,(401) 841-8841 ,
218B1,,,35 Dexter Street,"Newport, RI  02840",(401) 847-2023 ,,
218B3,,,Spring Street,"Newport, RI  02840",,,
218B5,,,140 Third Street,"Newport, RI  02840",,,
218B7,,,8 John H. Chafee Blvd.,"Newport, RI  02840",(401) 367-2001 ,,
218B9,,,51 Memorial Blvd.,"Newport, RI  02840",(401) 842-3284 ,,
218C1,,,20 Dr. Marcus F Wheatland Blvd,"Newport, RI  02840",,,
218C3,,,24 School Street,"Newport, RI  02840",,,
218C5,,,Vernon Avenue,"Newport, RI  02840",(401) 845-5800 ,,
218C7,,,70 Turner Street,"Riverside, RI  02915",,,
218C9,,,19 Chapel Street,"Newport, RI  02840",(401) 862-7034 ,(401) 649-1948 ,
218D1,,,15 Cranston Avenue,"Newport, RI  02840",,,
218D3,,,,,,,
218D5,,,40 Dr. Marcus Wheatland Boulevard,"Newport, RI  02840",(401) 683-0021 ,,
218D7,,,95 church Street,"Newport, RI  02840",,,
21901,12 - 12,Secondary,120 Hillside Avenue,"Newport, RI  02840",,,
21903,KG - 12,Elementary/Secondary,300 Spring Street,"Newport, RI  02840",,,
21991,PK - PK,Other,8 John Chafee Boulevard,"Newport, RI  02840",,,
21998,PK - 12,Other,,,,,
22,KF - 12,,High Street,"Block Island, RI  02807-1890",(401) 466-7727 ,(401) 466-3249 ,blockislandschool.net
22190,KF - 12,Other,High StreetPO Box 1890,"Block Island, RI  02807",(401) 466-5600 ,(401) 466-5610 ,blockislandschool.net
22900,PK - 12,Other,,,,,
22997,PK - 12,Other,,,,,
22999,PK - 12,Other,,,,,
23105,06 - 08,Middle,250 Tower Hill Road,"North Kingstown, RI  02852",(401) 268-6470 ,(401) 268-6480 ,www2.nksd.net/education/school/school.php?sectionid=16
23109,PK - 05,PK-3/Elementary,110 Wickford Point Road,"North Kingstown, RI  02852",(401) 268-6580 ,(401) 268-6590 ,www2.nksd.net/education/school/school.php?sectionid=8
23111,KF - 05,Elementary,25 Salisbury Avenue,"North Kingstown, RI  02852",(401) 268-6520 ,(401) 268-6530 ,www2.nksd.net/education/school/school.php?sectionid=10
23113,KF - 05,Elementary,166 Mark Drive,"North Kingstown, RI  02852",(401) 541-6360 ,(401) 541-6370 ,www2.nksd.net/education/school/school.php?sectionid=13
23190,PK - 12,Other,100 Romano Vineyard WaySte. 120,"North Kingstown, RI  02585",(401) 268-6403 ,(401) 268-6405 ,www.nksd.net
23303,PK - PF,PK Only,11 Iafrate Way,"North Kingstown, RI  02852",(401) 294-3510 ,,
23322,PK - PK,PK Only,76 Main Street                ,"North Kingstown, RI  02852",(401) 295-7320 ,, 
23328,PK - PK,PK Only,640 Ten Rod Road,"North Kingstown, RI  02852",(401) 295-0287 ,,
23334,PK - 08,Elementary,475 School Street,"North Kingstown, RI  02852",(401) 884-3600 ,(401) 886-1650 ,
23601,KF - 08,Elementary,537 Old North Road,"Kingston, RI  02881",(401) 788-8322 ,(401) 788-8326 ,www.compassschool.org
23831,,,690 Boston Neck Road,"North Kingstown, RI  02852",,,
238A1,,,Gilbert Stuart Road,"North Kingstown, RI  02852",(401) 295-5728 ,,
238A3,,,11 Miner Road,"Saunderstown, RI  ",,,
238A6,,,40 Navy Drive,"North Kingstown, RI  02852",,,
238A8,,,130 Yorktown Road,"North Kingstown, RI  02852",(401) 541-6354 ,(401) 541-6310 ,
238B0,,,690 Boston Neck Road,"North Kingstown, RI  02852",,,
238B2,,,211 West Main Street,"North Kingstown, RI  02852",(401) 268-6252 ,,
23900,PK - 12,Other,,,,,
23903, - ,Ungraded,91 Weaver Road,"North Kingstown, RI  02852",,,
23905,12 - 12,Other,150 Fairway Drive,"North kIngstown, RI  02852",,,
23997,PK - 12,Other,,,,,
23999,PK - 12,Other,,,,,
24103,KG - 05,Elementary,1135 Mineral Spring Avenue,"North Providence, RI  02904",(401) 725-0099 ,(401) 727-3249 ,npsd.k12.ri.us/marieville/
24106,KG - 05,Elementary,1378 Douglas Avenue,"North Providence, RI  02904",(401) 233-1160 ,(401) 353-4356 ,npsd.k12.ri.us/olney/
24108,KG - 05,Elementary,1440 Mineral Spring Avenue,"North Providence, RI  02904",(401) 233-1180 ,(401) 353-1465 ,npsd.k12.ri.us/whelan/
24110,PK - 05,Elementary,100 Morgan Avenue,"North Providence, RI  02911",(401) 233-1130 ,(401) 232-5403 ,npsd.k12.ri.us/greystone/
24112,06 - 08,Middle,10 Birchwood Drive,"North Providence, RI  02904",(401) 233-1120 ,(401) 353-6903 ,npsd.k12.ri.us/birchwood/
24303,PK - PK,PK Only,One Falco Street,"North Providence, RI  02911",(401) 231-1171 ,,www.waytogrow.com
24801,,,945 Charles StreetApt. C,"North Providence, RI  02904",,,
24803,,,622 Woonasquatucket Avenue,"North Providence, RI  02904",,,
24805,,,420 Fruit Hill Avenue,"North Providence, RI  02911",(401) 353-3900 ,(401) 354-7994 ,
24807,,,1900 Mineral Spring Avenue,"North Providence, RI  02904",,,
248A0,,,420 Fruit Hill Avenue,"North Providence, RI  02911",(401) 353-3900 ,(401) 354-7994 ,
248A2,,,399 Fruit Hill Avenue,"North Providence, RI  02911",(401) 353-5805 ,,
248A4,,,79 Waterman Avenue,"North Providence, RI  02911",(401) 232-5444 ,,
248A6,,,2204 Mineral Spring Avenue,"North Providence, RI  02911",,,
248A8,,,1900 Mineral Spring Avenue,"North Providence, RI  02904",,,
248B0,,,1378 Douglas Avenue,"North Providence, RI  02984",(401) 723-2277 ,,
24901, - ,Other,33 Maple Ave,"North Providence, RI  02911",(401) 709-2612 ,,
24997,PK - 12,Other,,,,,
24999,PK - 12,Other,,,,,
25106,03 - 05,Elementary,358 Victory Highway,"Slatersville, RI  02876",(401) 762-2793 ,(401) 765-8747 ,halliwell.northsmithfieldschools.com/
25109,06 - 08,Middle,1850 Providence Pike,"North Smithfield, RI  02896",(401) 597-6100 ,(401) 597-6121 ,nsms.northsmithfieldschools.com/
25190,PK - 12,Other,83 Greene StreetPO Box 72,"Slatersville, RI  02876",(401) 769-5492 ,(401) 769-5493 ,www.northsmithfieldschools.com
25801,,,PO Box 2932,"Westerly, RI  02891",(401) 767-2300 ,(401) 769-6583 ,
258A1,,,445 St. Paul Street,"North Smithfield, RI  02896",,,
258A3,,,2214 Providence Pike,"North Smithfield, RI  02896",(401) 723-2277 ,,
25900,PK - 12,Other,,,,,
25997,PK - 12,Other,,,,,
25999,PK - 12,Other,,,,,
26103,06 - 08,Middle,350 Division Street,"Pawtucket, RI  02860",(401) 729-6520 ,(401) 729-6524 ,pawtucket.jenks.schooldesk.net/
26106,06 - 08,Middle,281 Mineral Spring Avenue,"Pawtucket, RI  02860",(401) 729-6480 ,(401) 729-6490 ,pawtucket.slater.schooldesk.net/
26109,09 - 12,Secondary,350 Divison Street,"Pawtucket, RI  02860-4502",(401) 721-2148 ,(401) 721-2147 ,pawtucket.walsh.schooldesk.net/
26111,KF - 06,PK-3/Elementary,285 Smithfield Avenue,"Pawtucket, RI  02860",(401) 729-6260 ,(401) 729-9200 ,pawtucket.greene.schooldesk.net/
26115,PK - 05,Elementary,582 Benefit Street,"Pawtucket, RI  02861",(401) 729-6252 ,(401) 721-2100 ,pawtucket.curtis.schooldesk.net/
26118,09 - 12,Secondary,485 East Avenue,"Pawtucket, RI  02860",(401) 729-6445 ,(401) 729-6454 ,pawtucket.shea.schooldesk.net/
26120,KF - 05,Elementary,50 Whitman Street,"Pawtucket, RI  02860",(401) 729-6264 ,(401) 729-6269 ,pawtucket.baldwin.schooldesk.net/
26122,KF - 05,Elementary,60 South Bend Street,"Pawtucket, RI  02860",(401) 729-6256 ,(401) 729-6524 ,pawtucket.little.schooldesk.net/
26190,PK - 12,Other,286 Main StreetPO Box 388,"Pawtucket, RI  02860",(401) 729-6315 ,(401) 727-1641 ,www.psdri.net
26210,09 - 12,Secondary,123 Walcott Street,"Pawtucket, RI  02860",(401) 723-8100 ,(401) 723-8740 ,www.saintrays.org
26213,KG - 08,Elementary,61 Hope Street,"Pawtucket, RI  02860",(401) 723-3759 ,(401) 722-4090 ,www.woodlawncrs.org
26325,PK - PK,PK Only,178 Sayles Avenue             ,"Pawtucket, RI  02860",(401) 724-5520 ,, 
26328,PK - KG,PK-3/Elementary,680 Newport Avenue,"Pawtucket, RI  02861",(401) 725-6240 ,,
26332,PK - KG,PK-3/Elementary,550 Newport Avenue            ,"Pawtucket, RI  02861",(401) 726-4810 ,, 
26336,07 - 12,Elementary/Secondary,242 Dexter Street,"Pawtucket, RI  02860",(401) 467-8228 ,(401) 467-8889 ,
26340,06 - 12,Jr. High,64 Parkview Drive #6,"Pawtucket, RI  02861",(617) 694-7743 ,,
26410, - ,Postsecondary,600 Moshassuck Valley Industrial Highway,"Pawtucket, RI  02860",(401) 725-1220 ,,www.nettts.com
26601,KF - 05,Elementary,334 Pleasant Street,"Pawtucket, RI  02860",(401) 721-0824 ,(401) 721-0976 ,www.internationalcharterschool.org/
26801,,,166 Pawtucket Avenue,"Pawtucket, RI  02860",(401) 722-4644 ,(401) 722-4867 ,
26803,,,26 Breakneck Hill Road,"Lincoln, RI  02865",(401) 725-0773 ,,
26806,,,249 Roosevelt Avenue,"Pawtucket, RI  02860",,,
26808,,,334 Pleasant Street,"Pawtucket, RI  02860",(401) 721-0824 ,(401) 721-0976 ,
26811,,,660 Roosevelt Avenue,"Pawtucket, RI  02860",(401) 727-7900 ,,
26813,,,203 Concord StreetSuite 301,"Pawtucket, RI  02860",,,
26831,,,25 Thornley Street,"Pawtucket, RI  02860",(401) 722-7000 ,,
26833,,,82 Pond Street                ,"Pawtucket, RI  02860",,, 
26835,,,249 Roosevelt Avenue,"Pawtucket, RI  02860",(401) 725-0450 ,,
26839,,,420 Main Street,"Pawtucket, RI  02860",(401) 727-0950 ,,
26841,,,203 Concord StreetSuite 301,"Pawtucket, RI  02860",(401) 723-2277 ,,
26843,,,479 West Ave,"Pawtucket, RI  02860",,,
26873,,,462 Smithfield Avenue,"Pawtucket, RI  02860",(401) 723-2277 ,(401) 475-4832 ,
26875,,,203 Concord StreetSuite 301,"Pawtucket, RI  02860",(401) 723-2277 ,(401) 475-4832 ,
268A0,,,PO Box 5643,"Pawtucket, RI  02862",,,
268A2,,,5 Kids Way,"Pawtucket, RI  02860",(401) 728-1030 ,,
268A4,,,15 Gates Street,"Pawtucket, RI  02861",(401) 722-4626 ,,
268A6,,,209 Concord Street,"Pawtucket, RI  02860",(401) 729-6296 ,(401) 729-7701 ,
268A8,,,One Moeller Place,"Pawtucket, RI  02860",,,
268B0,,,50 Lupine Street,"Pawtucket, RI  02860",(401) 724-8887 ,,
268B2,,,102 High Street,"Pawtucket, RI  02860",(401) 723-9533 ,,
268B4,,,Lonsdale Avenue,"Pawtucket, RI  02860",(401) 728-0500 ,,
268B6,,,560 Prospect Street,"Pawtucket, RI  ",(401) 721-6042 ,,
268B8,,,235 Dexter Street,"Pawtucket, RI  02860",(401) 726-1173 ,,
268C0,,,West Avenue,"Pawtucket, RI  02860",(401) 728-0500 ,,
268C2,,,John Street,"Pawtucket, RI  02860",(401) 728-0500 ,,
268C4,,,203 Concord Street,"Pawtucket, RI  02860",(401) 726-1328 ,,
268C6,,,426 Main Street,"Pawtucket, RI  02860",(401) 727-0950 ,,
268C8,,,1 Moeller Place,"Pawtucket, RI  02860",(401) 722-8840 ,,
268D0,,,479 West Avenue,"Pawtucket, RI  ",(401) 726-3304 ,,
268D2,,,514 Springfiled Avenue,"Pawtucket, RI  02860",,,
268D4,,,155 Moshassuck Street,"Pawtucket, RI  02860",(401) 724-4953 ,,
268D6,,,175 Beverage Hill Road,"Pawtucket, RI  02860",,,
268D8,,,350 Division Street,"Pawtucket, RI  02860",(401) 729-6520 ,,
268E0,,,17 Nickerson Street,"Pawtucket, RI  02860",,,
268E2,,,479 West Avenue,"Pawtucket, RI  02860",(401) 723-0200 ,(401) 723-0209 ,
268E4,,,197 Beverage Hill Ave.,"Pawtucket, RI  02860",,,
268E6,,,91 Cottage street,"Pawtucket, RI  02860",(401) 725-5569 ,,
268E8,,,151 Ridge Street,"Pawtucket, RI  02860",,,
268F0,,,38 Park Street,"Pawtucket, RI  02860",,,
268F2,,,25 Esten Ave,"Pawtucket, RI  02904",,,
268F4,,,100 Broadway,"Pawtucket, RI  02860",,,
268F6,,,175 Beverage Hill Avenue,"Pawtucket, RI  02860",,,
268F8,,,481 Broadway,"Pawtucket, RI  02860",,,
26901, - ,Other,,,,,
26903,09 - 12,Other,413 Central Avenue,"Pawtucket, RI  02816-1967",,,
26905, - ,Other,40 Baldwin Street,"Pawtucket, RI  02860",(401) 729-6293 ,,
26976, - ,Other,32 Goff Ave,"Pawtucket, RI  02806",(401) 723-4520 ,,
26997,PK - 12,Other,,,,,
26999,PK - 12,Other,,,,,
27104,KG - 03,PK-3/Elementary,53 Tallman Avenue,"Portsmouth, RI  02871",(401) 683-0500 ,(401) 683-0525 ,www.portsmouthschoolsri.net/education/school/school.php?sectiondetailid=117&linkid;=nav-menu-c
27111,PK - 03,Elementary,1351 West Main Road,"Portsmouth, RI  02871",(401) 683-1650 ,(401) 683-3412 ,www.portsmouthschoolsri.net/education/school/school.php?sectiondetailid=89&linkid;=nav-menu-co
27190,PK - 12,Other,29 Middle RoadAdministration Building,"Portsmouth, RI  02871",(401) 683-1039 ,(401) 683-5204 ,www.portsmouthschoolsri.net
27301,09 - 12,Secondary,285 Cory's Lane,"Portsmouth, RI  02871",(401) 683-2000 ,(401) 683-5888 ,www.portsmouthabbey.org
27304,KG - 12,Elementary/Secondary,321 East Main Road,"Portsmouth, RI  02871",(401) 849-5550 ,(401) 849-6108 ,
27324,PK - 08,PK-3/Elementary,110 Sandy Point Road,"Portsmouth, RI  02871",(401) 849-4646 ,(401) 847-6720 ,www.pennfield.org
27801,,,24 School Street,"Newport, RI  02840",(401) 849-2300 ,(401) 841-8841 ,
27803,,,58 Flanagan Road,"Portsmouth, RI  02871",(401) 845-2250 ,,
278A1,,,125 Flanagan Road,"Portsmouth, RI  02871",(401) 683-9870 ,(401) 683-6085 ,
278A3,,,102 Flanagan Road,"Portsmouth, RI  02871",(401) 683-9870 ,(401) 683-6085 ,
278A5,,,69 Flanagan Road,"Portsmouth, RI  02871",(401) 683-9870 ,(401) 683-6085 ,
27902,PK - KF,Other,,,,,
27904,PK - PK,PK Only,2870 East Main Road,"Portsmouth, RI  02871",(401) 293-0720 ,,
27906,PK - PF,Other,1985 E Main Rd,"Portsmouth, RI  02871",(401) 683-5850 ,,
27997,PK - 12,Other,,,,,
27999,PK - 12,Other,,,,,
28103,KF - 05,PK-3/Elementary,65 Greenwich Street,"Providence, RI  02907",(401) 278-2872 ,(401) 278-2862 ,providenceschools.org/elementary-schools/leviton
28113,09 - 12,Secondary,375 Adelaide Avenue,"Providence, RI  02907",(401) 456-0676 ,(401) 456-0679 ,www.providenceschools.org/high-schools/alvarez
28116,KF - 05,Elementary,1450 Broad Street,"Providence, RI  02905",(401) 456-9367 ,(401) 456-9489 ,providenceschools.org/elementary-schools/feinstein-at-broad
28122,PK - 01,Elementary,234 Daboll Street,"Providence, RI  02907",(401) 278-0501 ,(401) 278-0503 ,www.providenceschools.org/elementary-schools/fortes
28130,KF - 05,Elementary,211 Veazie Street,"Providence, RI  02904",(401) 453-8601 ,(401) 453-8660 ,providenceschools.org/elementary-schools/veazie
28135,KF - 05,Elementary,145 Beaufort Street,"Providence, RI  02908",(401) 456-9337 ,(401) 456-9487 ,providenceschools.org/elementary-schools/west
28138,KF - 05,Elementary,195 Nelson Street,"Providence, RI  02908",(401) 456-9403 ,(401) 453-8652 ,providenceschools.org/elementary-schools/kennedy
28140,KF - 05,Elementary,99 Kenyon Street,"Providence, RI  02903",(401) 456-9391 ,(401) 456-9246 ,providenceschools.org/elementary-schools/lauro
28143,06 - 08,Middle,101 Sessions Street,"Providence, RI  02906",(401) 456-9344 ,(401) 456-9110 ,providenceschools.org/middle-schools/bishop
28145,06 - 08,Middle,721 Chalkstone Avenue,"Providence, RI  02908",(401) 456-9347 ,(401) 453-8630 ,providenceschools.org/middle-schools/greene
28149,09 - 12,Secondary,324 Hope Street,"Providence, RI  02906",(401) 456-9161 ,(401) 456-1747 ,hopehsbluewave.org/
28151,KF - 05,Elementary,455 Wickenden St.,"Providence, RI  02903",(401) 456-9377 ,(401) 453-8650 ,providenceschools.org/elementary-schools/gregorian
28156,PK - 05,PK-3/Elementary,65 Gordon Avenue,"Providence, RI  02905",(401) 456-1735 ,(401) 456-1786 ,providenceschools.org/elementary-schools/bailey
28160,KF - 05,Elementary,199 Oxford Street,"Providence, RI  02905",(401) 456-9381 ,(401) 453-8649 ,maryfogarty.webs.com/
28162,PK - 05,Elementary,674 Prairie Avenue,"Providence, RI  02905",(401) 278-0515 ,(401) 278-0541 ,providenceschools.org/elementary-schools/young--woods
28164,09 - 12,Secondary,770 Westminster Street,"Providence, RI  02903",(401) 456-9145 ,(401) 456-9155 ,providenceschools.org/high-schools/classical
