code,type,status,name,dist,config,nces,street1,street2,city,zip,phone,url,p_name,p_title
08604,Charter School (Public School),Active,Blackstone Valley Prep High School,"Blackstone Valley Prep, A RI Mayoral Academy",High,440001500488,291 Broad St.,,Cumberland,02864,4014050320,www.blackstonevalleyprep.org,Jonathon Santos Silva,Principal
08605,Charter School (Public School),Active,Blackstone Valley Prep Elementary 3 School,"Blackstone Valley Prep, A RI Mayoral Academy",Elementary,,3 Fairlawn Way,,Lincoln,02865,4014752680,www.blackstonevalleyprep.org,Josh  Falk,Principal
08900,Home School (Home School),Active,Cumberland Home Schooling,Cumberland,No,,,,,,,,,
08901,Special Education (Special Education),Active,St. Patrick's School                              ,,No,,291 Broad Street              ,,Cumberland,02864,, ,,
08990,Special Education (Special Education),Active,Private School - No Assigned Code                 ,Cumberland,No,,,,,,,,,
08997,Special Education (Special Education),Active,Home Instruction                                  ,Cumberland,No,,,,,,,,,
08998,Special Education (Special Education),Active,Out-Of-State Placement                            ,Cumberland,Yes,,,,,,,,,
08999,Special Education (Special Education),Active,Homebound/Hospitalized                            ,Cumberland,Yes,,,,,,,,,
09102,Public LEA School (Public School),Active,James H. Eldredge El. School,East Greenwich,Elementary,440030000089,101 First Avenue,,East Greenwich,02818,4018863246,www.egsd.net/Eldredge.cfm?subpage=620387,Domenic M. Giusti,Principal
09103,Public LEA School (Public School),Active,Archie R. Cole Middle School,East Greenwich,Middle,440030000087,100 Cedar Avenue,,East Greenwich,02818,4013981213,www.egsd.net/MiddleSchool.cfm?subpage=620383,Alexis  Meyer,Principal
09105,Public LEA School (Public School),Active,Frenchtown School,East Greenwich,Elementary,440030000088,1100 Frenchtown Road,,East Greenwich,02818,4013981402,www.egsd.net/Frenchtown.cfm?subpage=620391,Cheryl  Vaughn,Principal
09106,Public LEA School (Public School),Active,East Greenwich High School,East Greenwich,400040,440030000086,300 Avenger Drive,,East Greenwich,02818,4013981574,www.egsd.net/HighSchool.cfm?subpage=620381,Michael   Podraza,Principal
09107,Public LEA School (Public School),Active,Meadowbrook Farms School,East Greenwich,Yes,440030000090,2 Chestnut Drive,,East Greenwich,02818,4013981602,www.egsd.net/Meadowbrook.cfm?subpage=620393,Neil  Marcaccio,Principal
09108,Public LEA School (Public School),Active,George Hanaford School,East Greenwich,Elementary,440030000377,200 Middle Road,,East Greenwich,02818,4013981351,www.egsd.net/Hanaford.cfm?subpage=620385,Beth  Cauley,Principal
09190,District Admin (Public School),Active,E. Greenwich Public Schools,East Greenwich,Elementary/Middle/High,,111 Peirce Street,,East Greenwich,02818,4013981201,www.egsd.net,Victor  Mercurio,Superintendent
09201,Catholic School (Religious School),Active,Our Lady of Mercy Regional School,Catholic Schools,No,,55 Fourth Avenue,,East Greenwich,02818,4018841618,www.olmschool.org,Scott  Fuller,Principal
09301,Pre School (Private School),Active,The Stork's Nest Child Academy               ,,Yes,,2260 South County Trail       ,,East Greenwich,02818,4018864544, ,Paula  Costa,Director
09303,Pre School (Private School),Active,London Bridge Child Care Center,,Yes,,146 Duke Street,,East Greenwich,02818,4018865347,,Janet  Kenney,Director
09304,"Independent (PK, Elem/Sec)  (Private School)",Active,The Village Lower School,,Yes,,2220 South County Trail,,East Greenwich,02818,4014716289,www.lowerschool.org,Gerri  Litz,Principal
09305,Pre School (Private School),Active,The Nested Academy,,Yes,,3116 South County Trail,,East Greenwich,02818,4018284567,www.storksnestchild.com/east-greenwich-location,Paula  Costa,Director
09322,Pre School (Private School),Active,"Happy Hearts Learning Center, Inc.                ",,Yes,,2608 South County Trail                ,PO Box 1536,East Greenwich,02818,4018851017,www.happyheartskids.com                                                            ,"Ann  Millard, Pamela S. Noble",Co-Directors
09323,Pre School (Private School),Active,Barbara M. Tufts Cooperative Preschool,,Yes,,1558 South County Trail     ,,East Greenwich,02818,4018852132, ,Janet  Joyce,Director
09324,Pre School (Private School),Active,East Greenwich Pre-School                         ,,Yes,,167 Tillinghast Road          ,,East Greenwich,02818,4018848964, ,Amey W. Larrat,Director
09327,Pre School (Private School),Active,"A Step Up, Inc.                                   ",,Yes,,88 Crompton Road              ,,East Greenwich,02818,4018237837, ,"Diana  DelSesto, Debra  Ficazzola",Directors
09328,Pre School (Private School),Active,The Children's Workshop-East Greenwich,,Yes,,934 Main Street,,East Greenwich,02818,4018840440,,Kelly  Hogan,Director
09332,Pre School (Private School),Active,Aim High Early Learning Center,,Yes,,3355 South County Trail,,East Greenwich,02818,4018867827,,Susan  Cole,Director
09333,Pre School (Private School),Active,Playground Prep,,,,1635 Division Road,,East Greenwich,02818,,,,
09334,Pre School (Private School),Active,Sweet Peas Village (Annex),,,,836 Middle Road,,East Greenwich,02818,,,,
09335,Pre School (Private School),Active,"SWEET PEAS VILLAGE Early Childhood School, Inc Main Building",,,,836 Middle Road,,East Greenwich,02818,,,,
09900,Home School (Home School),Active,East Greenwich Home Schooling,East Greenwich,No,,,,,,,,,
09901,Special Education (Special Education),Active,Little Red Hen Nursery School                     ,,No,,P.O. Box 226,,warwick,02818,,,,
09902,Special Education (Special Education),Active,Montessori of Greenwich Bay,,,,,,,,,,Lynne  Way,Director
09990,Special Education (Special Education),Active,Private School - No Assigned Code                 ,East Greenwich,No,,,,,,,,,
09997,Special Education (Special Education),Active,Home Instruction                                  ,East Greenwich,No,,,,,,,,,
09998,Special Education (Special Education),Active,Out-Of-State Placement                            ,East Greenwich,Yes,,,,,,,,,
09999,Special Education (Special Education),Active,Homebound/Hospitalized                            ,East Greenwich,Yes,,,,,,,,,
10030,Program (School Within School) (Public School),Active,East Providence VTA,East Providence,No,,,,,,,,,
10109,Public LEA School (Public School),Active,Edward R. Martin Middle School,East Providence,Middle,440033000348,111 Brown Street,,East Providence,02914,4014357819,www.epschoolsri.com/martin,Fatima  Avila,Principal
10111,Public LEA School (Public School),Active,James R. D. Oldham School,East Providence,Elementary,440033000094,60 Bart Drive,,Riverside,02915,4014336209,www.epschoolsri.com/oldham/,Donna  Peluso,Principal
10112,Public LEA School (Public School),Active,East Providence High School,East Providence,400050,440033000097,2000 Pawtucket Avenue,,East Providence,02914,4014357806,eastprovidencehighschool.com/,Shani  Wallace,Principal
10113,Public LEA School (Public School),Active,Kent Heights School,East Providence,Elementary,440033000099,2680 Pawtucket Avenue,,East Providence,02914,4014357824,epschoolsri.com/kentheights,Stephen  Prew,Principal
10114,Public LEA School (Public School),Active,Alice M. Waddington School,East Providence,Yes,440033000092,101 Legion Way,,Riverside,02915,4014336235,www.epschoolsri.com/waddington/,Patricia  Barlow,Principal
10116,Public LEA School (Public School),Active,Agnes B. Hennessey School,East Providence,Elementary,440033000091,75 Fort Street,,East Providence,02914,4014357831,epschoolsri.com/hennessey,Elaine  Allen,Principal
10117,Public LEA School (Public School),Active,Emma G. Whiteknact School,East Providence,Elementary,440033000109,261 Grosvenor Avenue,,East Providence,02914,4014357828,www.epschoolsri.com/whiteknact/,Nadine  Lima,Principal
10122,Public LEA School (Public School),Active,Riverside Middle School,East Providence,Middle,440033000105,179 Forbes Street,,Riverside,02915,4014336230,www.epschoolsri.com/riverside,Cheri  Guerra,Principal
10123,Public LEA School (Public School),Active,Silver Spring School,East Providence,Elementary,440033000106,120 Silver Spring Avenue,,East Providence,02914,4014357836,www.epschoolsri.com/silverspring/,Kathleen  Caffrey,Principal
10124,Public LEA School (Public School),Active,Orlo Avenue School,East Providence,Elementary,440033000103,25 Orlo Avenue,,East Providence,02914,4014337836,www.epschoolsri.com/orlo/,Yanaiza A. Gallant,Principal
10125,Public LEA School (Public School),Active,Myron J. Francis Elementary School,East Providence,Elementary,440033000389,64 Bourne Avenue,,Rumford,02916,4014357829,epschoolsri.com/francis,Lloydanne E. Leddy,Principal (PK-8)
10130,Career Tech (Public School),Active,E. Providence Area Career and Technical Center,East Providence,High,440033000459,1998 Pawtucket Avenue,,East Providence,02914,4014357815,eastprovidencehighschool.com/web/,Karen A. Mellen,Principal
10190,District Admin (Public School),Active,E. Providence School Department,East Providence,Elementary/Middle/High,,145 Taunton Avenue,,East Providence,02914,4014357500,epschoolsri.com,Kathryn  Crowley,Superintendent
10202,Catholic School (Religious School),Active,Sacred Heart School,Catholic Schools,No,,56 Purchase Street,,East Providence,02914,4014341080,www.sacredheartepri.com,Nancy  McLennon D.S.M.P.,Principal
10205,Catholic School (Religious School),Active,St. Margaret School,Catholic Schools,No,,42 Bishop Avenue,,East Providence,02916,4014342338,www.stmargaretsch.org,Guy  Alba,Principal
10208,Catholic School (Religious School),Active,St. Mary Academy-Bay View,Catholic Schools,No,,3070 Pawtucket Avenue,,East Providence,02915,4014340113,www.bayviewacademy.org/,"Colleen  Gribbin, Cynthia  Lorincz, Vittoria  Pacifico-DeBenedictis","Principal (9-12), Principal (PK-8), President"
10301,"Independent (PK, Elem/Sec)  (Private School)",Active,Providence Country Day School,,Yes,,660 Waterman Avenue,,East Providence,02914,4014385170,www.providencecountryday.org,Vince  Watchorn,Head of School
10303,Pre School (Private School),Active,E. Providence Early Childhood Center              ,,Yes,,240 Crescent View Avenue      ,,East Providence,02915,4014331055, ,Lindy  Goudreau,Director
10304,"Independent (PK, Elem/Sec)  (Private School)",Active,The Gordon School,,Yes,,45 Maxfield Avenue,,East Providence,02914,4014343833,,Ralph L. Wales,Head of School
10305,"Independent (PK, Elem/Sec)  (Private School)",Active,Meeting Street School,,Yes,,1000 Eddy Street,,Providence,02905,4015339100,,"Donna  Dimery, Karen  Rameaka, Susan  Stambler","Team Leader/The Grace School (KG-8), Team Leader/The Carter School (9-12), Superintendent"
10309,Pre School (Private School),Active,Brown Play School,,Yes,,4 Newman Avenue,,Rumford,02916,4014350126,,Jacqueline  Courtemanche,Director
10310,Pre School (Private School),Active,The Children's Workshop-Rumford,,Yes,,411 Narragansett Park Drive,,Rumford,02916,4014341118,,Jessica  DaRiva,Director
10312,"Independent (PK, Elem/Sec)  (Private School)",Active,The Wolf School,,Yes,,215 Ferris Avenue,,East Providence,02916,4014329940,www.thewolfschool.org,Anna  Johnson,Head of School
10313,"Independent (PK, Elem/Sec)  (Private School)",Active,Engineering Early College Academy,,,,37 North Blossom,,East Providence,02914,4016496527,www.eecari.org,Rudolph  Moseley,CEO/Head of School
10332,Pre School (Private School),Active,Covenant Cooperative Nursery School               ,,Yes,,165 Rounds Avenue             ,c/o Covenant Church,Riverside,02915,4014333196, ,Elizabeth  Diamond,Director
10333,"Independent (PK, Elem/Sec)  (Private School)",Active,Ocean State Montessori School,,Yes,,100 Grove Avenue,PO Box 14423,East Providence,02914,4014346913,,Erica  Douglass,Director
10344,Pre School (Private School),Active,East Bay Head Start-Willett Avenue,,Yes,,386 Willett Avenue,,Riverside,02915,4014370018,,Barbara  Schermack,Director
10406,Independent (Higher Education) (Higher Education),Active,Motoring Technical Training Institute (MTTI),,No,,54 Water Street               ,,East Providence,02914,4014344840,www.mtti.tec.ri.us,Sharon  Ring,Director
10900,Home School (Home School),Active,East Providence Home Schooling,East Providence,No,,,,,,,,,
10901,Special Education (Special Education),Active,Bristol County Head Start                         ,,No,,,,,,,,,
10902,Special Education (Special Education),Active,Newman YMCA,,,,472 Tauton Avenue,,Seekonk,02771,5083367103,,,
10990,Special Education (Special Education),Active,Private School - No Assigned Code                 ,East Providence,No,,,,,,,,,
10997,Special Education (Special Education),Active,Home Instruction                                  ,East Providence,No,,,,,,,,,
10998,Special Education (Special Education),Active,Out-Of-State Placement                            ,East Providence,Yes,,,,,,,,,
10999,Special Education (Special Education),Active,Homebound/Hospitalized                            ,East Providence,Yes,,,,,,,,,
12101,Public LEA School (Public School),Active,Captain Isaac Paine Elementary School,Foster,Elementary,440039000114,160 Foster Center Road,,Foster,02825,4016475100,www.paineschool.org/,Kristen  Danusis,Principal
12190,District Admin (Public School),Active,Foster Public Schools,Foster,Elementary/Middle/High,,Captain Isaac Paine School,160 Foster Center Road,Foster,02825,4016475100,http://www.paineschool.org/,Michael  Barnes,Superintendent
12900,Home School (Home School),Active,Foster Home Schooling,Foster,No,,,,,,,,,
12901,Special Education (Special Education),Active,Golden Apple Nursery School                       ,,No,,,,,,,,,
12990,Special Education (Special Education),Active,Private School - No Assigned Code                 ,Foster,No,,,,,,,,,
12997,Special Education (Special Education),Active,Home Instruction                                  ,Foster,No,,,,,,,,,
12998,Special Education (Special Education),Active,Out-Of-State Placement                            ,Foster,Yes,,,,,,,,,
12999,Special Education (Special Education),Active,Homebound/Hospitalized                            ,Foster,Yes,,,,,,,,,
13103,Public LEA School (Public School),Active,Fogarty Memorial School,Glocester,Elementary,440045000119,736 Snake Hill Road,,North Scituate,02857,4015686211,http://fms.glocschools.org/home,Laurie S Mokaba,Principal
13104,Public LEA School (Public School),Active,West Glocester Elementary,Glocester,Yes,440045000403,111 Reynolds Road/Rte 94,,Chepachet,02814,4015670350,www.ri.net/schools/Glocester/WGES/home.html,Nancy  Zambarano,Principal
